,METROPOLITAN STATISTICAL AREA (MSA),BORROWER CREDIT SCORE AT ORIGINATION,msa,solar_system_count
0,0,758.511672309536,0.0,16.74576271186441
1,10180,764.0814977973569,10180.0,2.9655172413793105
2,10380,741.3964794635373,,
3,10420,763.8128104575163,10420.0,1.6962962962962962
4,10500,727.425855513308,10500.0,1.3076923076923077
5,10540,770.6041095890411,10540.0,8.857142857142858
6,10580,762.0478527607362,10580.0,18.28921568627451
7,10740,764.883460949464,10740.0,46.54891304347826
8,10780,740.7398297067172,10780.0,6.357142857142857
9,10900,758.395761078998,10900.0,8.366013071895425
10,11020,744.3292978208233,11020.0,2.576923076923077
11,11100,740.122648607976,11100.0,2.377049180327869
12,11180,771.5616438356165,11180.0,2.0
13,11260,762.9023242130038,,
14,11300,745.8974358974359,11300.0,1.6363636363636365
15,11340,769.4285714285714,11340.0,3.2083333333333335
16,11460,771.9926835024781,11460.0,3.831460674157303
17,11500,773.7526041666666,11500.0,1.44
18,11540,760.4314341846758,11540.0,3.1739130434782608
19,11640,751.4852941176471,,
20,11700,760.2091084028223,11700.0,6.271428571428571
21,12020,769.4023825281271,12020.0,2.259259259259259
22,12060,765.8846354095306,12060.0,2.6659012629161882
23,12100,754.1950819672131,12100.0,55.12280701754386
24,12220,758.5948979591836,12220.0,2.0
25,12260,756.1269177126918,12260.0,2.01980198019802
26,12420,764.0924843335997,12420.0,18.97151898734177
27,12540,755.6361809045226,12540.0,191.64566929133858
28,12580,765.8887020140436,12580.0,6.647951441578149
29,12620,705.1481481481482,12620.0,1.675
30,12700,764.22477827051,12700.0,72.52
31,12940,750.640749601276,12940.0,17.56338028169014
32,12980,762.491961414791,12980.0,3.4782608695652173
33,13020,740.8356890459364,13020.0,3.272727272727273
34,13140,765.8886363636364,13140.0,3.011764705882353
35,13220,757.9803921568628,13220.0,0.7857142857142857
36,13380,772.6631832797427,13380.0,16.785714285714285
37,13460,773.5573394495412,13460.0,21.333333333333332
38,13740,770.1488673139158,13740.0,3.125
39,13780,735.6202723146747,13780.0,4.0
40,13820,759.3882184251404,13820.0,1.697211155378486
41,13900,759.5031955688113,13900.0,3.1666666666666665
42,13980,763.4935153583617,13980.0,5.875
43,14010,756.7546583850932,,
44,14020,774.6824644549763,14020.0,3.2666666666666666
45,14060,759.9150579150579,14060.0,3.176470588235294
46,14100,742.8039772727273,14100.0,0.0
47,14260,764.6129587155963,14260.0,8.352941176470589
48,14460,763.4096354069485,14460.0,30.626666666666665
49,14500,774.4980009595395,14500.0,62.125
50,14540,782.1889763779527,14540.0,5.5
51,14740,742.077032810271,14740.0,7.865384615384615
52,14860,769.5151402793227,14860.0,18.92
53,15180,726.6889400921659,15180.0,2.1686746987951806
54,15260,770.5883171070932,15260.0,2.1
55,15380,758.0204473720324,15380.0,6.05338078291815
56,15500,757.1838111298482,15500.0,1.75
57,15540,763.9020572450805,15540.0,7.111111111111111
58,15680,764.4299065420561,,
59,15940,775.8086807538549,15940.0,2.0470588235294116
60,15980,772.4350158982512,15980.0,86.43448275862069
61,16020,770.3478260869565,16020.0,4.947368421052632
62,16060,772.5495689655172,16060.0,1.1666666666666667
63,16180,787.5373134328358,16180.0,15.875
64,16220,754.8403225806452,16220.0,4.333333333333333
65,16300,769.2342978122795,16300.0,5.375
66,16540,742.5851780558229,16540.0,4.304347826086956
67,16580,765.21399730821,16580.0,5.06
68,16620,724.7563909774436,16620.0,1.5161290322580645
69,16700,764.8754189944134,16700.0,16.762237762237763
70,16740,767.8636203038511,16740.0,3.1778350515463916
71,16820,774.9346710219319,16820.0,3.3529411764705883
72,16860,753.1953569864214,16860.0,4.468085106382978
73,16940,751.8858447488584,16940.0,4.8
74,16980,765.7408225995316,16980.0,2.2780102278010226
75,17020,761.4413004214329,17020.0,57.21875
76,17140,766.762237258854,17140.0,2.7735042735042734
77,17300,776.723076923077,17300.0,1.3653846153846154
78,17420,765.9250374812593,17420.0,2.1153846153846154
79,17460,763.3687646638784,17460.0,2.1565891472868217
80,17660,761.8258823529412,17660.0,4.043478260869565
81,17780,767.0454836643178,17780.0,2.380952380952381
82,17820,768.591952690167,17820.0,11.8
83,17860,767.2384839650146,17860.0,6.538461538461538
84,17900,758.3511773362767,17900.0,8.869047619047619
85,17980,756.5294736842105,17980.0,2.2337662337662336
86,18020,761.0257611241218,18020.0,2.0
87,18140,762.3686978297162,18140.0,2.3529411764705883
88,18580,752.2237414543195,18580.0,2.3440860215053765
89,18700,764.5928143712575,18700.0,34.4
90,18880,767.8643263757116,18880.0,7.466666666666667
91,19060,750.7430830039526,19060.0,1.25
92,19100,757.601099244053,19100.0,9.0103668261563
93,19140,738.655601659751,19140.0,5.551724137931035
94,19180,806.1978021978022,19180.0,1.44
95,19300,754.3451456310679,19300.0,6.615384615384615
96,19340,755.7640888021468,19340.0,1.8041237113402062
97,19380,756.3247941445562,19380.0,2.342995169082126
98,19430,755.7391304347826,,
99,19460,758.1497716894977,19460.0,1.9189189189189189
100,19500,770.9204188481675,19500.0,0.9354838709677419
101,19660,757.0620437956204,19660.0,56.10989010989011
102,19740,766.0940309541411,19740.0,33.55336617405583
103,19780,765.9767031025726,19780.0,3.4051724137931036
104,19820,760.4049943804439,19820.0,2.0859437751004015
105,20020,754.0264105642257,20020.0,1.1428571428571428
106,20100,760.3759036144578,20100.0,27.52173913043478
107,20220,748.7701067615658,20220.0,4.782608695652174
108,20260,762.2306306306307,20260.0,1.4142857142857144
109,20500,770.5427475750056,20500.0,6.24468085106383
110,20700,745.3072776280324,20700.0,2.6538461538461537
111,20740,769.5208098987626,20740.0,2.0
112,20940,732.1145510835913,20940.0,67.4
113,21060,752.8895463510848,21060.0,1.6666666666666667
114,21140,751.7346625766871,21140.0,3.90625
115,21300,786.0,21300.0,2.5172413793103448
116,21340,729.2004614940871,21340.0,26.946308724832214
117,21420,770.0075757575758,21420.0,7.454545454545454
118,21500,736.6640181611805,21500.0,2.413793103448276
119,21660,774.9387691346454,21660.0,15.012658227848101
120,21780,751.5599232981783,21780.0,3.4
121,21820,755.2880364109233,,
122,22020,763.7254098360655,22020.0,1.4242424242424243
123,22140,771.9861878453039,22140.0,5.321428571428571
124,22180,742.8363431151241,22180.0,4.578125
125,22220,758.8891891891892,22220.0,3.962025316455696
126,22380,773.3253424657535,22380.0,18.8
127,22420,727.4281914893617,22420.0,1.6209677419354838
128,22500,750.4855735397607,22500.0,1.945945945945946
129,22520,733.5871056241426,22520.0,2.4242424242424243
130,22540,776.1635598316296,22540.0,3.2857142857142856
131,22660,776.3325412356724,22660.0,18.636363636363637
132,22900,754.5786228160329,22900.0,3.509433962264151
133,23060,761.4042377545404,23060.0,1.7378640776699028
134,23420,753.7911333125195,23420.0,130.1741935483871
135,23460,755.6814310051108,23460.0,1.65
136,23540,774.8910081743869,23540.0,18.75
137,23580,775.0773966578716,23580.0,2.7948717948717947
138,23900,773.7569573283859,23900.0,3.8181818181818183
139,24020,777.2116788321168,24020.0,7.526315789473684
140,24140,784.3602150537635,24140.0,3.9411764705882355
141,24220,758.1412429378531,24220.0,3.5789473684210527
142,24260,740.3210526315789,24260.0,4.625
143,24300,749.8875,24300.0,72.92592592592592
144,24340,762.1565693430657,24340.0,2.4642857142857144
145,24420,768.4033613445379,24420.0,0.0
146,24500,784.2133333333334,24500.0,2.7142857142857144
147,24540,763.1394119590353,24540.0,24.009615384615383
148,24580,773.0795238095238,24580.0,3.180327868852459
149,24660,765.4617311438909,24660.0,2.767123287671233
150,24780,782.7281921618205,24780.0,3.8
151,24860,765.5372132064913,24860.0,3.6783216783216783
152,25020,685.4294478527607,,
153,25060,742.9047231270358,25060.0,3.630434782608696
154,25180,779.2613374327441,25180.0,10.073170731707316
155,25220,759.5841750841751,25220.0,18.181818181818183
156,25260,773.9322429906542,25260.0,171.47826086956522
157,25420,764.9654080389769,25420.0,6.233009708737864
158,25500,768.4227642276422,25500.0,4.571428571428571
159,25540,766.2799962328122,25540.0,25.735294117647058
160,25620,760.4872881355932,25620.0,0.7142857142857143
161,25860,761.4114093959731,25860.0,4.846153846153846
162,25940,759.3752983293556,25940.0,3.619047619047619
163,25980,767.1814516129032,25980.0,2.066666666666667
164,26100,763.8637992831541,26100.0,5.786885245901639
165,26140,770.3192182410423,26140.0,100.57692307692308
166,26180,769.3657243816255,,
167,26300,751.1480446927375,26300.0,1.5
168,26380,767.4221611721612,26380.0,11.625
169,26420,752.9120651337721,26420.0,2.8881322957198443
170,26580,751.7271897810219,26580.0,2.3636363636363638
171,26620,757.1834350942395,26620.0,3.623529411764706
172,26820,760.7502109704641,26820.0,3.3846153846153846
173,26900,764.6427133076347,26900.0,3.9019073569482288
174,26980,773.9637819290888,26980.0,5.78125
175,27060,802.0,27060.0,6.848484848484849
176,27100,766.8951194184839,27100.0,1.3658536585365855
177,27140,752.1290711700844,27140.0,2.35
178,27180,782.3095238095239,27180.0,3.0
179,27260,767.4644465894465,27260.0,17.291666666666668
180,27340,778.3826714801444,27340.0,6.333333333333333
181,27500,751.5379656160459,27500.0,3.59375
182,27620,758.2536443148688,27620.0,6.54054054054054
183,27740,776.1294964028777,27740.0,2.619047619047619
184,27780,762.9540229885057,27780.0,1.1538461538461537
185,27860,760.5494350282486,27860.0,4.461538461538462
186,27900,726.8630278063852,27900.0,7.655172413793103
187,27980,779.5296989422294,,
188,28020,761.9829414476717,28020.0,2.4871794871794872
189,28100,726.6828046744574,28100.0,2.0555555555555554
190,28140,763.7241933324408,28140.0,4.711111111111111
191,28420,760.0971469844709,28420.0,16.02127659574468
192,28660,742.4889434889435,28660.0,5.811594202898551
193,28700,754.2359932088285,28700.0,2.915492957746479
194,28740,749.482884195193,28740.0,13.947368421052632
195,28940,755.9238997019113,28940.0,2.774193548387097
196,29020,778.5904109589042,29020.0,2.933333333333333
197,29100,758.9252669039146,29100.0,2.8
198,29140,764.1030927835052,29140.0,3.8205128205128207
199,29180,744.2243758212878,29180.0,17.448979591836736
200,29200,761.623748211731,,
201,29340,750.7061482820976,29340.0,7.413043478260869
202,29420,768.1500929368029,29420.0,42.975
203,29460,743.6439306358382,29460.0,28.6013986013986
204,29540,765.1801777538378,29540.0,10.636363636363637
205,29620,777.3769863013698,29620.0,2.201550387596899
206,29700,711.8501529051988,29700.0,3.0163934426229506
207,29740,762.7007926023778,29740.0,51.609756097560975
208,29820,764.9680368532955,29820.0,76.64830508474576
209,29940,757.203125,29940.0,7.315789473684211
210,30020,755.5672268907563,30020.0,2.7333333333333334
211,30140,760.5163398692811,30140.0,6.162162162162162
212,30300,765.4037162162163,30300.0,6.428571428571429
213,30340,735.6111111111111,30340.0,1.2592592592592593
214,30460,751.8838046272493,30460.0,2.6134453781512605
215,30620,782.5570469798657,30620.0,4.555555555555555
216,30700,761.9294223420993,30700.0,2.891891891891892
217,30780,760.2795851972346,30780.0,2.2333333333333334
218,30860,756.235655737705,30860.0,4.6923076923076925
219,30980,747.2157142857143,30980.0,2.0
220,31020,755.6693679092383,31020.0,2.5
221,31080,769.8168398708707,,
222,31100,766.9411968519527,31100.0,50.67430207587688
223,31140,758.7460366165491,31140.0,1.9679487179487178
224,31180,756.7735381565907,31180.0,2.4166666666666665
225,31340,758.5227736233854,31340.0,1.411764705882353
226,31420,745.1830238726791,31420.0,3.037037037037037
227,31460,764.3942857142857,31460.0,135.1578947368421
228,31540,772.1159563924678,31540.0,5.715596330275229
229,31700,758.4711990111249,31700.0,8.505882352941176
230,31740,704.0,31740.0,3.625
231,31860,779.0155865463495,31860.0,3.210526315789474
232,31900,759.989010989011,31900.0,1.6153846153846154
233,32420,782.6793893129772,,
234,32580,734.4570342205324,32580.0,3.849557522123894
235,32780,760.5795107033639,32780.0,23.51851851851852
236,32820,766.9272227943701,32820.0,2.6621621621621623
237,32900,760.6886341929322,32900.0,112.16666666666667
238,33100,758.8628807133036,33100.0,14.633333333333333
239,33140,764.2781774580336,33140.0,2.586206896551724
240,33220,754.4243902439024,33220.0,2.9285714285714284
241,33260,763.1893147502904,33260.0,8.73076923076923
242,33340,771.4685803396096,33340.0,2.377450980392157
243,33460,767.4393935194169,33460.0,3.510610079575597
244,33540,777.0264150943397,33540.0,14.266666666666667
245,33660,739.7094753328113,33660.0,1.6111111111111112
246,33700,766.5222857142857,33700.0,66.25581395348837
247,33740,744.6977535738598,33740.0,4.170731707317073
248,33780,747.0111561866125,33780.0,3.442622950819672
249,33860,757.6849765258216,33860.0,3.4
250,34060,773.1805555555555,34060.0,1.5227272727272727
251,34100,790.8664122137404,34100.0,2.2083333333333335
252,34580,789.6059880239521,34580.0,9.11111111111111
253,34620,752.2754777070064,34620.0,1.967741935483871
254,34740,750.034716342083,34740.0,3.196078431372549
255,34820,770.8898150560042,34820.0,3.9285714285714284
256,34900,763.5913725490196,34900.0,81.41025641025641
257,34940,768.7424191936021,34940.0,66.09876543209876
258,34980,749.7508537180291,34980.0,2.6605263157894736
259,35100,726.320652173913,35100.0,3.292682926829268
260,35300,759.6900763358778,35300.0,23.869318181818183
261,35380,755.2506642023795,35380.0,34.287958115183244
262,35620,765.7739525015294,35620.0,18.65583389754006
263,35660,754.8951817413356,35660.0,1.7179487179487178
264,35840,770.590488487196,35840.0,93.57485029940119
265,35980,759.9525333333333,35980.0,25.6
266,36100,758.5389435989257,36100.0,32.471698113207545
267,36140,759.267316017316,36140.0,55.064516129032256
268,36220,752.9069767441861,36220.0,3.5555555555555554
269,36260,773.5607231756845,36260.0,33.23
270,36420,760.8213780918728,36420.0,2.3911764705882352
271,36500,769.4869418702611,36500.0,8.5
272,36540,768.8676515851031,36540.0,2.58
273,36740,761.2998340248963,36740.0,63.02374670184697
274,36780,781.3912379011716,36780.0,2.549019607843137
275,36980,755.9541984732824,36980.0,2.24
276,37100,778.8317818601203,37100.0,98.5421052631579
277,37340,775.1275678417448,37340.0,83.50467289719626
278,37380,737.2978723404256,37380.0,151.92857142857142
279,37460,783.7906976744187,37460.0,5.324324324324325
280,37620,770.297124600639,37620.0,1.6923076923076923
281,37700,752.304347826087,37700.0,3.4827586206896552
282,37860,747.2262082710513,37860.0,10.16842105263158
283,37900,751.5562935901694,37900.0,2.32
284,37980,761.2283645936163,37980.0,13.662078458362009
285,38060,762.963484162896,38060.0,77.4681960375391
286,38220,737.0419161676647,38220.0,1.6470588235294117
287,38300,763.7251385718944,38300.0,1.8785714285714286
288,38340,773.2303822937625,38340.0,5.947368421052632
289,38540,759.8757716049382,38540.0,3.4347826086956523
290,38660,767.5076530612245,,
291,38860,770.1885662975158,38860.0,3.4403669724770642
292,38900,771.1865212424924,38900.0,20.073839662447256
293,38940,766.2185478073328,38940.0,60.8936170212766
294,39100,756.725,39100.0,26.22
295,39140,775.200164406083,39140.0,79.32558139534883
296,39150,773.5747663551402,,
297,39300,762.6080417126241,39300.0,18.438356164383563
298,39340,764.0456516194848,39340.0,23.426356589147286
299,39380,767.3989218328841,39380.0,8.660377358490566
300,39460,766.3215892053973,39460.0,132.23529411764707
301,39540,759.2589285714286,39540.0,2.6666666666666665
302,39580,766.1258175023357,39580.0,5.780952380952381
303,39660,771.8212290502794,39660.0,3.2916666666666665
304,39740,764.6412265758092,39740.0,4.084033613445378
305,39820,759.2520053475936,39820.0,19.804347826086957
306,39900,771.9669320269443,39900.0,18.054545454545455
307,40060,766.2536925317246,40060.0,2.111111111111111
308,40140,763.1855344889265,40140.0,120.66503667481662
309,40220,782.2762630312751,40220.0,2.5443037974683542
310,40340,766.7068062827225,40340.0,4.069767441860465
311,40380,755.8933169834457,40380.0,3.3346456692913384
312,40420,775.1579898770788,40420.0,2.9444444444444446
313,40580,782.5103448275862,40580.0,6.48
314,40660,716.852233676976,40660.0,4.5
315,40900,769.6445338233765,40900.0,102.03470715835141
316,40980,759.0712166172107,40980.0,1.3714285714285714
317,41060,783.9918864097363,41060.0,3.40625
318,41100,759.9782244556114,41100.0,26.9
319,41140,758.39651416122,41140.0,12.971428571428572
320,41180,767.3747427049279,41180.0,6.098993288590604
321,41420,780.5089156626506,41420.0,20.842105263157894
322,41500,777.0605942142299,41500.0,62.19047619047619
323,41540,776.5961488420505,41540.0,6.615384615384615
324,41620,766.4207029575654,41620.0,28.262443438914026
325,41660,746.3683473389356,41660.0,4.0
326,41700,760.8176709939934,41700.0,19.339912280701753
327,41740,770.5790028374544,41740.0,169.04152823920265
328,41780,770.2105263157895,41780.0,2.107142857142857
329,41860,774.892850683769,41860.0,84.45116772823779
330,41900,760.7319223985891,,
331,41940,775.4481375558036,41940.0,103.40874035989717
332,41980,754.3274298668179,,
333,42020,776.2665294571649,42020.0,42.56521739130435
334,42060,775.0512333965844,42060.0,69.82608695652173
335,42100,781.3475802804161,42100.0,76.37254901960785
336,42140,773.8404533565824,42140.0,14.43859649122807
337,42200,776.2854487519915,,
338,42220,777.1560388254085,42220.0,77.98936170212765
339,42340,761.4554064719811,42340.0,3.2650602409638556
340,42540,746.9095437860514,42540.0,4.568862275449102
341,42660,767.0408305491217,42660.0,10.518518518518519
342,42680,778.636815920398,42680.0,68.57692307692308
343,42700,788.2526315789473,42700.0,17.0
344,43100,767.614537444934,43100.0,2.774193548387097
345,43300,726.6696296296296,43300.0,1.7037037037037037
346,43340,752.9910204081633,43340.0,9.752808988764045
347,43420,783.0361247947454,43420.0,29.866666666666667
348,43580,770.7374123645634,43580.0,7.214285714285714
349,43620,764.8028985507246,43620.0,1.3404255319148937
350,43780,752.5033175355451,43780.0,2.3838383838383836
351,43900,763.6884792626728,43900.0,3.761904761904762
352,44060,762.5839094908862,44060.0,6.616161616161616
353,44100,763.672090729783,44100.0,5.770833333333333
354,44140,756.970741044572,44140.0,25.33108108108108
355,44180,760.6246213164418,44180.0,4.679012345679013
356,44220,754.1494252873563,44220.0,2.3333333333333335
357,44300,764.8153277931672,44300.0,2.4571428571428573
358,44420,763.8520900321544,44420.0,2.6296296296296298
359,44600,776.2978723404256,44600.0,1.4242424242424243
360,44700,765.5288676236045,44700.0,108.23841059602648
361,44940,766.797619047619,44940.0,1.4
362,45060,755.1599844297392,45060.0,6.226519337016574
363,45220,767.1117478510029,45220.0,4.125
364,45300,753.8836083608361,45300.0,34.704986149584485
365,45460,774.9035532994924,45460.0,1.5238095238095237
366,45500,751.6405405405405,45500.0,3.642857142857143
367,45540,780.5525059665871,45540.0,136.63636363636363
368,45780,752.5602879424115,45780.0,5.3604651162790695
369,45820,736.2467248908297,45820.0,3.025
370,45940,772.767753201397,45940.0,30.6
371,46060,775.3518367346938,46060.0,70.91739130434783
372,46140,755.0226145316603,46140.0,2.642599277978339
373,46220,766.0770095559303,46220.0,3.6862745098039214
374,46300,745.1111111111111,46300.0,7.0
375,46340,754.7013502779984,46340.0,3.2291666666666665
376,46520,771.5304982817869,,
377,46540,753.8862629246677,46540.0,2.231578947368421
378,46660,699.0328467153284,46660.0,2.15625
379,46700,776.6155988857938,46700.0,120.73737373737374
380,47020,747.9003984063745,47020.0,1.1304347826086956
381,47220,762.3058035714286,47220.0,25.5
382,47260,762.3303078506597,47260.0,3.2610837438423643
383,47300,771.018211033744,47300.0,158.09345794392524
384,47380,747.4258219727345,47380.0,2.533333333333333
385,47460,749.196551724138,47460.0,12.0
386,47580,735.2618223760093,47580.0,4.92
387,47900,769.9847462768493,47900.0,13.68352490421456
388,47940,769.4187817258884,47940.0,9.153846153846153
389,48060,709.7297297297297,48060.0,2.888888888888889
390,48140,773.8026666666667,48140.0,3.4074074074074074
391,48260,777.3333333333334,,
392,48300,762.6440162271805,48300.0,5.6
393,48540,756.2078947368421,48540.0,1.4130434782608696
394,48620,746.9759662227996,48620.0,2.316546762589928
395,48660,758.9075875486382,48660.0,2.5
396,48700,761.472463768116,48700.0,1.4090909090909092
397,48900,765.3401973401974,48900.0,4.695652173913044
398,49020,784.1083743842364,49020.0,2.375
399,49180,758.2903331156107,49180.0,2.778523489932886
400,49340,759.1732905125117,49340.0,41.14942528735632
401,49420,751.9204052098409,49420.0,9.0
402,49500,799.027027027027,,
403,49620,758.2565554231228,49620.0,5.771929824561403
404,49660,763.5906137184115,49660.0,2.0828729281767955
405,49700,761.5963855421687,49700.0,69.02222222222223
406,49740,754.2794117647059,49740.0,17.098039215686274
